ticket_id,customer_id,created_at,resolved_at,category,satisfaction_score
TICK_009168,CUST_04667,2020-08-19 00:00:00,2020-08-21 00:00:00,feature_request,3.0
TICK_009169,CUST_04667,2023-08-22 00:00:00,2023-08-23 00:00:00,account,2.0
TICK_009170,CUST_04667,2020-10-05 00:00:00,2020-10-17 00:00:00,account,2.0
TICK_009171,CUST_04668,2023-04-09 00:00:00,2023-04-11 00:00:00,technical,5.0
TICK_009172,CUST_04669,2023-12-27 00:00:00,2023-12-29 00:00:00,feature_request,1.0
TICK_009173,CUST_04669,2024-07-22 00:00:00,2024-07-26 00:00:00,billing,5.0
TICK_009174,CUST_04670,2022-09-02 00:00:00,2022-09-06 00:00:00,account,1.0
TICK_009175,CUST_04671,2023-06-30 00:00:00,2023-07-03 00:00:00,account,4.0
TICK_009176,CUST_04671,2024-09-24 00:00:00,,account,
TICK_009177,CUST_04671,2023-01-06 00:00:00,2023-01-14 00:00:00,technical,4.0
TICK_009178,CUST_04672,2024-12-12 00:00:00,2024-12-16 00:00:00,feature_request,2.0
TICK_009179,CUST_04673,2024-05-06 00:00:00,2024-05-13 00:00:00,technical,3.0
TICK_009180,CUST_04673,2022-09-24 00:00:00,2022-09-25 00:00:00,billing,4.0
TICK_009181,CUST_04673,2022-09-08 00:00:00,2022-09-10 00:00:00,billing,3.0
TICK_009182,CUST_04673,2023-01-13 00:00:00,,technical,
TICK_009183,CUST_04673,2022-11-13 00:00:00,2022-11-14 00:00:00,account,4.0
TICK_009184,CUST_04673,2024-08-22 00:00:00,2024-09-02 00:00:00,general,4.0
TICK_009185,CUST_04674,2024-05-28 00:00:00,2024-06-02 00:00:00,general,5.0
TICK_009186,CUST_04675,2021-10-05 00:00:00,2021-10-08 00:00:00,billing,2.0
TICK_009187,CUST_04675,2023-09-15 00:00:00,2023-09-20 00:00:00,billing,5.0
TICK_009188,CUST_04675,2022-11-13 00:00:00,,technical,
TICK_009189,CUST_04675,2024-12-03 00:00:00,2024-12-05 00:00:00,billing,3.0
TICK_009190,CUST_04676,2023-10-19 00:00:00,2023-10-23 00:00:00,account,3.0
TICK_009191,CUST_04676,2024-09-29 00:00:00,2024-10-15 00:00:00,account,3.0
TICK_009192,CUST_04676,2024-12-19 00:00:00,2025-02-11 00:00:00,technical,4.0
TICK_009193,CUST_04676,2024-10-07 00:00:00,2024-10-09 00:00:00,billing,5.0
TICK_009194,CUST_04677,2023-06-09 00:00:00,2023-06-15 00:00:00,technical,3.0
TICK_009195,CUST_04677,2020-03-21 00:00:00,2020-03-25 00:00:00,feature_request,4.0
TICK_009196,CUST_04677,2022-08-04 00:00:00,2022-08-14 00:00:00,general,4.0
TICK_009197,CUST_04678,2024-12-31 00:00:00,,billing,
TICK_009198,CUST_04678,2024-12-31 00:00:00,2025-01-06 00:00:00,feature_request,3.0
TICK_009199,CUST_04678,2024-12-31 00:00:00,2025-01-02 00:00:00,billing,3.0
TICK_009200,CUST_04679,2022-10-18 00:00:00,2022-10-20 00:00:00,billing,3.0
TICK_009201,CUST_04679,2023-04-19 00:00:00,2023-04-26 00:00:00,technical,3.0
TICK_009202,CUST_04679,2023-11-05 00:00:00,2023-11-25 00:00:00,account,3.0
TICK_009203,CUST_04681,2022-05-07 00:00:00,2022-05-20 00:00:00,account,5.0
TICK_009204,CUST_04682,2024-08-13 00:00:00,2024-08-17 00:00:00,account,4.0
TICK_009205,CUST_04682,2022-07-31 00:00:00,2022-08-01 00:00:00,technical,5.0
TICK_009206,CUST_04682,2021-04-26 00:00:00,2021-05-04 00:00:00,feature_request,4.0
TICK_009207,CUST_04684,2023-06-11 00:00:00,2023-06-23 00:00:00,billing,5.0
TICK_009208,CUST_04685,2024-12-11 00:00:00,2024-12-13 00:00:00,account,5.0
TICK_009209,CUST_04686,2024-03-27 00:00:00,2024-03-29 00:00:00,technical,4.0
TICK_009210,CUST_04686,2021-12-11 00:00:00,2021-12-24 00:00:00,technical,1.0
TICK_009211,CUST_04687,2023-01-05 00:00:00,2023-01-11 00:00:00,account,4.0
TICK_009212,CUST_04687,2024-04-01 00:00:00,2024-04-04 00:00:00,technical,3.0
TICK_009213,CUST_04687,2023-05-02 00:00:00,2023-05-06 00:00:00,account,1.0
TICK_009214,CUST_04687,2022-03-02 00:00:00,2022-03-03 00:00:00,feature_request,3.0
TICK_009215,CUST_04687,2023-10-19 00:00:00,2023-11-16 00:00:00,billing,4.0
TICK_009216,CUST_04687,2024-06-25 00:00:00,2024-06-30 00:00:00,technical,4.0
TICK_009217,CUST_04688,2020-10-19 00:00:00,,general,
TICK_009218,CUST_04689,2023-10-25 00:00:00,,account,
TICK_009219,CUST_04689,2022-03-14 00:00:00,2022-03-15 00:00:00,technical,3.0
TICK_009220,CUST_04689,2022-12-24 00:00:00,,billing,
TICK_009221,CUST_04689,2023-09-09 00:00:00,,technical,
TICK_009222,CUST_04690,2024-12-31 00:00:00,2025-01-12 00:00:00,billing,4.0
TICK_009223,CUST_04691,2023-11-02 00:00:00,2023-11-07 00:00:00,feature_request,5.0
TICK_009224,CUST_04691,2022-09-10 00:00:00,2022-09-12 00:00:00,billing,5.0
TICK_009225,CUST_04691,2022-11-18 00:00:00,2022-11-19 00:00:00,billing,4.0
TICK_009226,CUST_04691,2023-10-02 00:00:00,2023-10-13 00:00:00,technical,5.0
TICK_009227,CUST_04691,2023-08-04 00:00:00,,feature_request,
TICK_009228,CUST_04691,2024-09-08 00:00:00,2024-09-30 00:00:00,account,4.0
TICK_009229,CUST_04691,2023-03-29 00:00:00,2023-03-31 00:00:00,feature_request,1.0
TICK_009230,CUST_04692,2021-01-06 00:00:00,,general,
TICK_009231,CUST_04693,2022-09-27 00:00:00,2022-10-01 00:00:00,technical,1.0
TICK_009232,CUST_04694,2024-10-19 00:00:00,,general,
TICK_009233,CUST_04695,2022-11-07 00:00:00,2022-11-11 00:00:00,account,5.0
TICK_009234,CUST_04695,2021-10-24 00:00:00,2021-11-02 00:00:00,billing,4.0
TICK_009235,CUST_04695,2023-09-17 00:00:00,2023-09-27 00:00:00,billing,1.0
TICK_009236,CUST_04695,2023-11-03 00:00:00,2023-11-29 00:00:00,account,5.0
TICK_009237,CUST_04695,2021-05-20 00:00:00,2021-05-23 00:00:00,billing,1.0
TICK_009238,CUST_04696,2024-12-29 00:00:00,2025-01-04 00:00:00,billing,5.0
TICK_009239,CUST_04696,2023-12-20 00:00:00,2023-12-29 00:00:00,feature_request,4.0
TICK_009240,CUST_04696,2024-03-18 00:00:00,2024-03-23 00:00:00,technical,5.0
TICK_009241,CUST_04696,2024-10-31 00:00:00,2024-11-15 00:00:00,billing,4.0
TICK_009242,CUST_04696,2024-04-27 00:00:00,,technical,
TICK_009243,CUST_04697,2022-10-09 00:00:00,2022-10-21 00:00:00,feature_request,2.0
TICK_009244,CUST_04699,2024-01-04 00:00:00,2024-01-24 00:00:00,account,5.0
TICK_009245,CUST_04699,2024-12-09 00:00:00,,billing,
TICK_009246,CUST_04699,2021-10-17 00:00:00,2021-10-24 00:00:00,feature_request,4.0
TICK_009247,CUST_04699,2022-04-14 00:00:00,2022-05-02 00:00:00,billing,4.0
TICK_009248,CUST_04700,2024-12-31 00:00:00,2025-01-07 00:00:00,billing,5.0
TICK_009249,CUST_04701,2022-10-16 00:00:00,,billing,
TICK_009250,CUST_04701,2020-11-19 00:00:00,2020-11-22 00:00:00,technical,4.0
TICK_009251,CUST_04701,2023-03-16 00:00:00,,general,
TICK_009252,CUST_04702,2020-02-19 00:00:00,2020-02-24 00:00:00,account,5.0
TICK_009253,CUST_04702,2023-11-09 00:00:00,2023-11-19 00:00:00,technical,4.0
TICK_009254,CUST_04703,2022-04-22 00:00:00,2022-04-25 00:00:00,technical,3.0
TICK_009255,CUST_04704,2022-08-01 00:00:00,2022-08-09 00:00:00,feature_request,1.0
TICK_009256,CUST_04704,2023-07-19 00:00:00,,account,
TICK_009257,CUST_04704,2023-05-10 00:00:00,,technical,
TICK_009258,CUST_04704,2024-06-20 00:00:00,2024-06-26 00:00:00,billing,5.0
TICK_009259,CUST_04705,2022-06-20 00:00:00,,technical,
TICK_009260,CUST_04706,2023-06-17 00:00:00,2023-06-25 00:00:00,feature_request,3.0
TICK_009261,CUST_04707,2024-11-23 00:00:00,2024-12-01 00:00:00,billing,1.0
TICK_009262,CUST_04708,2022-03-19 00:00:00,2022-04-04 00:00:00,technical,4.0
TICK_009263,CUST_04708,2024-09-02 00:00:00,2024-09-07 00:00:00,technical,4.0
TICK_009264,CUST_04709,2023-11-08 00:00:00,2023-11-24 00:00:00,general,4.0
TICK_009265,CUST_04709,2024-03-13 00:00:00,2024-03-17 00:00:00,account,4.0
TICK_009266,CUST_04709,2023-03-10 00:00:00,,technical,
TICK_009267,CUST_04709,2024-12-10 00:00:00,2024-12-11 00:00:00,technical,1.0
TICK_009268,CUST_04711,2023-09-04 00:00:00,2023-09-08 00:00:00,technical,4.0
TICK_009269,CUST_04711,2024-02-28 00:00:00,2024-03-02 00:00:00,account,4.0
TICK_009270,CUST_04712,2021-07-14 00:00:00,2021-07-17 00:00:00,billing,2.0
TICK_009271,CUST_04712,2022-11-20 00:00:00,2022-11-26 00:00:00,technical,4.0
TICK_009272,CUST_04713,2022-12-12 00:00:00,2022-12-21 00:00:00,technical,4.0
TICK_009273,CUST_04713,2023-09-19 00:00:00,2023-09-21 00:00:00,feature_request,5.0
TICK_009274,CUST_04713,2023-09-29 00:00:00,2023-10-09 00:00:00,technical,3.0
TICK_009275,CUST_04713,2022-05-15 00:00:00,2022-05-18 00:00:00,account,5.0
TICK_009276,CUST_04714,2023-04-09 00:00:00,2023-04-10 00:00:00,technical,5.0
TICK_009277,CUST_04715,2024-10-28 00:00:00,,account,
TICK_009278,CUST_04715,2023-12-06 00:00:00,2023-12-23 00:00:00,general,4.0
TICK_009279,CUST_04716,2022-09-09 00:00:00,2022-09-17 00:00:00,technical,3.0
TICK_009280,CUST_04717,2021-08-20 00:00:00,2021-08-28 00:00:00,technical,5.0
TICK_009281,CUST_04717,2021-08-05 00:00:00,2021-08-06 00:00:00,technical,3.0
TICK_009282,CUST_04718,2024-12-31 00:00:00,2025-01-07 00:00:00,feature_request,5.0
TICK_009283,CUST_04719,2022-11-17 00:00:00,,account,
TICK_009284,CUST_04719,2023-07-26 00:00:00,2023-08-03 00:00:00,billing,4.0
TICK_009285,CUST_04720,2024-09-03 00:00:00,2024-09-14 00:00:00,account,4.0
TICK_009286,CUST_04720,2024-09-09 00:00:00,2024-09-11 00:00:00,technical,1.0
TICK_009287,CUST_04722,2023-04-02 00:00:00,,feature_request,
TICK_009288,CUST_04722,2024-08-18 00:00:00,,feature_request,
TICK_009289,CUST_04723,2020-08-29 00:00:00,,technical,
TICK_009290,CUST_04723,2022-10-14 00:00:00,2022-10-17 00:00:00,account,2.0
TICK_009291,CUST_04724,2021-08-13 00:00:00,2021-08-23 00:00:00,account,2.0
TICK_009292,CUST_04725,2021-05-03 00:00:00,2021-05-05 00:00:00,technical,4.0
TICK_009293,CUST_04726,2021-02-20 00:00:00,,billing,
TICK_009294,CUST_04727,2024-11-12 00:00:00,2024-11-28 00:00:00,billing,4.0
TICK_009295,CUST_04727,2024-07-28 00:00:00,2024-08-02 00:00:00,technical,3.0
TICK_009296,CUST_04728,2024-12-28 00:00:00,2025-01-09 00:00:00,billing,3.0
TICK_009297,CUST_04728,2023-12-25 00:00:00,2024-01-08 00:00:00,technical,2.0
TICK_009298,CUST_04728,2024-06-23 00:00:00,2024-06-29 00:00:00,billing,4.0
TICK_009299,CUST_04728,2024-03-08 00:00:00,,general,
TICK_009300,CUST_04728,2023-08-02 00:00:00,,account,
TICK_009301,CUST_04732,2021-07-14 00:00:00,2021-07-23 00:00:00,feature_request,3.0
TICK_009302,CUST_04732,2022-11-09 00:00:00,2022-11-12 00:00:00,technical,1.0
TICK_009303,CUST_04732,2024-10-07 00:00:00,,feature_request,
TICK_009304,CUST_04733,2022-06-16 00:00:00,2022-06-21 00:00:00,billing,5.0
TICK_009305,CUST_04733,2024-01-22 00:00:00,2024-01-24 00:00:00,technical,5.0
TICK_009306,CUST_04733,2024-10-06 00:00:00,,general,
TICK_009307,CUST_04734,2024-07-30 00:00:00,,billing,
TICK_009308,CUST_04735,2022-05-09 00:00:00,2022-05-15 00:00:00,account,4.0
TICK_009309,CUST_04736,2024-05-19 00:00:00,,account,
TICK_009310,CUST_04738,2022-11-21 00:00:00,2022-11-25 00:00:00,technical,5.0
TICK_009311,CUST_04739,2021-06-30 00:00:00,2021-07-03 00:00:00,account,1.0
TICK_009312,CUST_04740,2021-08-19 00:00:00,2021-08-21 00:00:00,billing,3.0
TICK_009313,CUST_04740,2023-07-13 00:00:00,,technical,
TICK_009314,CUST_04741,2022-12-25 00:00:00,2022-12-26 00:00:00,feature_request,5.0
TICK_009315,CUST_04741,2024-08-05 00:00:00,2024-08-06 00:00:00,account,3.0
TICK_009316,CUST_04742,2020-05-19 00:00:00,2020-05-23 00:00:00,billing,2.0
TICK_009317,CUST_04743,2023-12-02 00:00:00,2023-12-11 00:00:00,feature_request,3.0
TICK_009318,CUST_04744,2024-12-31 00:00:00,2025-01-06 00:00:00,technical,4.0
TICK_009319,CUST_04744,2024-12-31 00:00:00,,billing,
TICK_009320,CUST_04745,2020-07-12 00:00:00,2020-07-18 00:00:00,billing,5.0
TICK_009321,CUST_04746,2024-04-09 00:00:00,2024-04-19 00:00:00,billing,5.0
TICK_009322,CUST_04746,2021-05-22 00:00:00,2021-05-26 00:00:00,account,5.0
TICK_009323,CUST_04747,2023-04-11 00:00:00,2023-04-12 00:00:00,general,5.0
TICK_009324,CUST_04747,2020-06-11 00:00:00,2020-06-24 00:00:00,account,5.0
TICK_009325,CUST_04748,2021-06-07 00:00:00,2021-06-08 00:00:00,technical,1.0
TICK_009326,CUST_04749,2022-12-28 00:00:00,2023-01-04 00:00:00,general,2.0
TICK_009327,CUST_04749,2022-05-02 00:00:00,2022-05-05 00:00:00,feature_request,5.0
TICK_009328,CUST_04749,2021-11-18 00:00:00,2021-11-23 00:00:00,feature_request,5.0
TICK_009329,CUST_04749,2023-07-14 00:00:00,,billing,
TICK_009330,CUST_04749,2021-07-02 00:00:00,2021-07-03 00:00:00,account,4.0
TICK_009331,CUST_04749,2022-11-12 00:00:00,2022-11-14 00:00:00,technical,3.0
TICK_009332,CUST_04750,2023-06-25 00:00:00,,general,
TICK_009333,CUST_04750,2024-06-19 00:00:00,2024-06-22 00:00:00,general,2.0
TICK_009334,CUST_04750,2024-11-06 00:00:00,2024-11-07 00:00:00,account,5.0
TICK_009335,CUST_04750,2024-08-19 00:00:00,2024-08-23 00:00:00,billing,5.0
TICK_009336,CUST_04751,2021-05-13 00:00:00,2021-05-20 00:00:00,account,4.0
TICK_009337,CUST_04751,2024-05-21 00:00:00,2024-06-04 00:00:00,technical,4.0
TICK_009338,CUST_04751,2021-03-23 00:00:00,2021-03-26 00:00:00,account,3.0
TICK_009339,CUST_04751,2021-11-13 00:00:00,2021-11-14 00:00:00,feature_request,2.0
TICK_009340,CUST_04752,2023-11-24 00:00:00,2023-12-14 00:00:00,technical,3.0
TICK_009341,CUST_04752,2024-04-04 00:00:00,2024-04-23 00:00:00,account,5.0
TICK_009342,CUST_04754,2021-12-26 00:00:00,2021-12-30 00:00:00,technical,5.0
TICK_009343,CUST_04754,2024-09-11 00:00:00,2024-09-19 00:00:00,technical,1.0
TICK_009344,CUST_04755,2024-02-27 00:00:00,,technical,
TICK_009345,CUST_04755,2024-06-12 00:00:00,2024-06-17 00:00:00,account,5.0
TICK_009346,CUST_04756,2023-09-08 00:00:00,2023-09-19 00:00:00,technical,3.0
TICK_009347,CUST_04756,2023-10-06 00:00:00,2023-10-07 00:00:00,account,1.0
TICK_009348,CUST_04758,2023-04-02 00:00:00,2023-04-07 00:00:00,technical,5.0
TICK_009349,CUST_04759,2023-07-11 00:00:00,2023-07-16 00:00:00,technical,5.0
TICK_009350,CUST_04760,2024-12-31 00:00:00,,feature_request,
TICK_009351,CUST_04760,2024-12-31 00:00:00,2025-01-19 00:00:00,billing,4.0
TICK_009352,CUST_04760,2024-12-31 00:00:00,2025-01-10 00:00:00,technical,2.0
TICK_009353,CUST_04761,2022-08-08 00:00:00,,billing,
TICK_009354,CUST_04761,2023-08-04 00:00:00,2023-08-08 00:00:00,feature_request,4.0
TICK_009355,CUST_04761,2024-11-19 00:00:00,2024-11-26 00:00:00,billing,4.0
TICK_009356,CUST_04762,2024-12-31 00:00:00,2025-01-05 00:00:00,technical,5.0
TICK_009357,CUST_04763,2023-09-08 00:00:00,2023-09-11 00:00:00,billing,4.0
TICK_009358,CUST_04764,2021-08-20 00:00:00,,technical,
TICK_009359,CUST_04764,2024-08-01 00:00:00,2024-08-07 00:00:00,account,2.0
TICK_009360,CUST_04764,2024-03-25 00:00:00,2024-04-23 00:00:00,feature_request,4.0
TICK_009361,CUST_04765,2023-12-20 00:00:00,,billing,
TICK_009362,CUST_04765,2022-06-02 00:00:00,2022-06-04 00:00:00,billing,2.0
TICK_009363,CUST_04765,2023-07-03 00:00:00,,technical,
TICK_009364,CUST_04766,2024-12-31 00:00:00,2025-01-04 00:00:00,billing,4.0
TICK_009365,CUST_04766,2024-12-31 00:00:00,2025-01-02 00:00:00,billing,3.0
TICK_009366,CUST_04766,2024-12-31 00:00:00,2025-01-07 00:00:00,general,5.0
TICK_009367,CUST_04767,2024-11-03 00:00:00,2024-11-10 00:00:00,general,5.0
TICK_009368,CUST_04767,2023-10-09 00:00:00,2023-10-13 00:00:00,technical,1.0
TICK_009369,CUST_04770,2022-01-18 00:00:00,2022-01-21 00:00:00,billing,5.0
TICK_009370,CUST_04771,2020-03-19 00:00:00,2020-04-13 00:00:00,billing,3.0
TICK_009371,CUST_04772,2022-07-23 00:00:00,2022-07-28 00:00:00,feature_request,5.0
TICK_009372,CUST_04772,2024-10-27 00:00:00,,feature_request,
TICK_009373,CUST_04773,2024-09-29 00:00:00,2024-10-01 00:00:00,billing,4.0
TICK_009374,CUST_04773,2020-08-29 00:00:00,2020-08-30 00:00:00,account,3.0
TICK_009375,CUST_04774,2024-08-12 00:00:00,2024-08-13 00:00:00,technical,3.0
TICK_009376,CUST_04774,2024-01-22 00:00:00,2024-01-27 00:00:00,billing,5.0
TICK_009377,CUST_04774,2024-04-01 00:00:00,2024-04-02 00:00:00,billing,4.0
TICK_009378,CUST_04775,2023-12-28 00:00:00,2023-12-29 00:00:00,general,1.0
TICK_009379,CUST_04776,2023-05-02 00:00:00,2023-05-03 00:00:00,technical,3.0
TICK_009380,CUST_04776,2024-07-29 00:00:00,2024-08-06 00:00:00,account,4.0
TICK_009381,CUST_04777,2024-02-10 00:00:00,2024-02-16 00:00:00,technical,5.0
TICK_009382,CUST_04777,2021-12-29 00:00:00,2021-12-31 00:00:00,billing,5.0
TICK_009383,CUST_04778,2021-04-25 00:00:00,2021-05-01 00:00:00,billing,5.0
TICK_009384,CUST_04778,2021-08-21 00:00:00,2021-08-24 00:00:00,billing,1.0
TICK_009385,CUST_04778,2023-12-22 00:00:00,,technical,
TICK_009386,CUST_04778,2023-06-29 00:00:00,2023-07-03 00:00:00,feature_request,3.0
TICK_009387,CUST_04779,2024-09-27 00:00:00,2024-10-08 00:00:00,technical,1.0
TICK_009388,CUST_04779,2022-06-10 00:00:00,2022-06-12 00:00:00,billing,5.0
TICK_009389,CUST_04779,2020-11-25 00:00:00,2020-11-28 00:00:00,account,3.0
TICK_009390,CUST_04780,2022-04-07 00:00:00,2022-04-12 00:00:00,account,4.0
TICK_009391,CUST_04780,2024-03-31 00:00:00,2024-04-16 00:00:00,general,2.0
TICK_009392,CUST_04781,2022-05-01 00:00:00,2022-05-02 00:00:00,billing,3.0
TICK_009393,CUST_04781,2020-06-10 00:00:00,2020-06-13 00:00:00,technical,4.0
TICK_009394,CUST_04781,2024-03-11 00:00:00,2024-03-15 00:00:00,billing,4.0
TICK_009395,CUST_04782,2020-08-29 00:00:00,2020-09-18 00:00:00,technical,5.0
TICK_009396,CUST_04783,2023-04-09 00:00:00,2023-04-13 00:00:00,feature_request,4.0
TICK_009397,CUST_04783,2023-08-27 00:00:00,2023-09-04 00:00:00,billing,4.0
TICK_009398,CUST_04784,2024-08-22 00:00:00,2024-08-31 00:00:00,technical,3.0
TICK_009399,CUST_04785,2024-07-14 00:00:00,2024-07-15 00:00:00,general,4.0
TICK_009400,CUST_04786,2022-09-08 00:00:00,2022-09-16 00:00:00,billing,3.0
TICK_009401,CUST_04787,2023-09-25 00:00:00,,technical,
TICK_009402,CUST_04788,2024-05-23 00:00:00,2024-06-10 00:00:00,account,2.0
TICK_009403,CUST_04789,2022-05-12 00:00:00,2022-06-03 00:00:00,technical,5.0
TICK_009404,CUST_04789,2023-07-16 00:00:00,2023-07-24 00:00:00,feature_request,2.0
TICK_009405,CUST_04789,2022-03-10 00:00:00,,feature_request,
TICK_009406,CUST_04789,2021-10-23 00:00:00,2021-10-26 00:00:00,billing,5.0
TICK_009407,CUST_04790,2024-04-03 00:00:00,2024-04-12 00:00:00,technical,3.0
TICK_009408,CUST_04791,2021-02-27 00:00:00,2021-03-23 00:00:00,account,4.0
TICK_009409,CUST_04792,2024-12-31 00:00:00,2025-01-08 00:00:00,feature_request,4.0
TICK_009410,CUST_04793,2023-04-20 00:00:00,2023-05-02 00:00:00,technical,4.0
TICK_009411,CUST_04793,2021-02-06 00:00:00,2021-02-09 00:00:00,general,5.0
TICK_009412,CUST_04793,2023-12-12 00:00:00,2023-12-15 00:00:00,account,3.0
TICK_009413,CUST_04795,2022-09-17 00:00:00,2022-09-20 00:00:00,technical,5.0
TICK_009414,CUST_04795,2024-05-21 00:00:00,,technical,
TICK_009415,CUST_04795,2020-10-20 00:00:00,2020-10-25 00:00:00,technical,1.0
TICK_009416,CUST_04795,2021-09-02 00:00:00,2021-09-11 00:00:00,technical,5.0
TICK_009417,CUST_04796,2021-08-20 00:00:00,2021-09-01 00:00:00,billing,5.0
TICK_009418,CUST_04797,2020-07-31 00:00:00,2020-08-10 00:00:00,technical,5.0
TICK_009419,CUST_04798,2024-11-22 00:00:00,2024-11-24 00:00:00,billing,5.0
TICK_009420,CUST_04798,2023-05-23 00:00:00,,billing,
TICK_009421,CUST_04798,2023-06-28 00:00:00,2023-06-30 00:00:00,billing,4.0
TICK_009422,CUST_04799,2023-04-24 00:00:00,2023-04-29 00:00:00,billing,5.0
TICK_009423,CUST_04799,2023-12-30 00:00:00,2024-01-23 00:00:00,technical,3.0
TICK_009424,CUST_04799,2022-05-03 00:00:00,2022-05-05 00:00:00,general,1.0
TICK_009425,CUST_04801,2023-09-02 00:00:00,2023-09-07 00:00:00,billing,5.0
TICK_009426,CUST_04801,2024-12-20 00:00:00,2024-12-26 00:00:00,technical,3.0
TICK_009427,CUST_04802,2022-09-24 00:00:00,2022-09-25 00:00:00,technical,1.0
TICK_009428,CUST_04802,2020-05-30 00:00:00,,account,
TICK_009429,CUST_04803,2024-03-29 00:00:00,2024-04-02 00:00:00,account,2.0
TICK_009430,CUST_04803,2024-07-06 00:00:00,,account,
TICK_009431,CUST_04804,2021-01-12 00:00:00,2021-02-01 00:00:00,billing,3.0
TICK_009432,CUST_04804,2022-01-29 00:00:00,2022-02-10 00:00:00,technical,4.0
TICK_009433,CUST_04804,2024-03-14 00:00:00,2024-03-15 00:00:00,feature_request,5.0
TICK_009434,CUST_04804,2024-08-22 00:00:00,2024-09-03 00:00:00,technical,2.0
TICK_009435,CUST_04805,2024-04-24 00:00:00,2024-05-17 00:00:00,billing,3.0
TICK_009436,CUST_04805,2024-10-31 00:00:00,2024-11-09 00:00:00,billing,4.0
TICK_009437,CUST_04806,2023-06-10 00:00:00,2023-06-14 00:00:00,billing,1.0
TICK_009438,CUST_04807,2021-03-26 00:00:00,,feature_request,
TICK_009439,CUST_04807,2022-10-24 00:00:00,,account,
TICK_009440,CUST_04808,2024-12-31 00:00:00,2025-01-07 00:00:00,general,4.0
TICK_009441,CUST_04809,2024-05-06 00:00:00,2024-05-08 00:00:00,feature_request,4.0
TICK_009442,CUST_04809,2024-06-21 00:00:00,,technical,
TICK_009443,CUST_04810,2024-04-11 00:00:00,2024-04-17 00:00:00,general,5.0
TICK_009444,CUST_04810,2023-07-11 00:00:00,,technical,
TICK_009445,CUST_04810,2024-10-31 00:00:00,2024-11-03 00:00:00,billing,4.0
TICK_009446,CUST_04810,2023-11-15 00:00:00,2023-12-03 00:00:00,general,3.0
TICK_009447,CUST_04811,2022-11-14 00:00:00,2022-11-16 00:00:00,billing,4.0
TICK_009448,CUST_04811,2023-11-02 00:00:00,2023-11-08 00:00:00,feature_request,5.0
TICK_009449,CUST_04811,2021-11-23 00:00:00,,technical,
TICK_009450,CUST_04811,2023-09-09 00:00:00,,technical,
TICK_009451,CUST_04812,2024-11-06 00:00:00,2024-11-14 00:00:00,general,4.0
TICK_009452,CUST_04812,2023-12-13 00:00:00,2023-12-14 00:00:00,account,4.0
TICK_009453,CUST_04814,2023-05-08 00:00:00,,feature_request,
TICK_009454,CUST_04814,2022-08-25 00:00:00,2022-08-30 00:00:00,billing,5.0
TICK_009455,CUST_04814,2022-10-20 00:00:00,,technical,
TICK_009456,CUST_04815,2023-06-12 00:00:00,2023-06-14 00:00:00,account,3.0
TICK_009457,CUST_04816,2024-08-15 00:00:00,2024-08-21 00:00:00,technical,4.0
TICK_009458,CUST_04816,2024-11-08 00:00:00,2024-11-17 00:00:00,technical,2.0
TICK_009459,CUST_04816,2024-08-01 00:00:00,2024-08-09 00:00:00,billing,5.0
TICK_009460,CUST_04816,2024-11-06 00:00:00,2024-11-17 00:00:00,technical,5.0
TICK_009461,CUST_04816,2024-09-20 00:00:00,,feature_request,
TICK_009462,CUST_04817,2024-01-16 00:00:00,2024-02-22 00:00:00,technical,5.0
TICK_009463,CUST_04817,2024-03-30 00:00:00,,technical,
TICK_009464,CUST_04819,2024-01-24 00:00:00,2024-01-29 00:00:00,account,3.0
TICK_009465,CUST_04820,2023-07-13 00:00:00,,feature_request,
TICK_009466,CUST_04821,2024-06-30 00:00:00,2024-07-02 00:00:00,account,5.0
TICK_009467,CUST_04821,2023-07-31 00:00:00,2023-08-02 00:00:00,feature_request,5.0
TICK_009468,CUST_04821,2020-08-29 00:00:00,2020-09-03 00:00:00,billing,5.0
TICK_009469,CUST_04821,2022-03-26 00:00:00,2022-03-30 00:00:00,technical,3.0
TICK_009470,CUST_04822,2020-09-02 00:00:00,2020-09-04 00:00:00,technical,2.0
TICK_009471,CUST_04822,2023-07-04 00:00:00,2023-07-11 00:00:00,billing,4.0
TICK_009472,CUST_04824,2023-06-01 00:00:00,2023-06-03 00:00:00,account,4.0
TICK_009473,CUST_04825,2023-09-13 00:00:00,2023-09-15 00:00:00,technical,3.0
TICK_009474,CUST_04825,2021-12-12 00:00:00,2021-12-19 00:00:00,account,2.0
TICK_009475,CUST_04825,2021-05-30 00:00:00,2021-06-11 00:00:00,technical,1.0
TICK_009476,CUST_04825,2022-04-10 00:00:00,2022-04-12 00:00:00,technical,2.0
TICK_009477,CUST_04825,2021-05-31 00:00:00,2021-07-22 00:00:00,technical,5.0
TICK_009478,CUST_04825,2021-10-08 00:00:00,2021-10-11 00:00:00,account,1.0
TICK_009479,CUST_04826,2023-08-16 00:00:00,2023-08-21 00:00:00,technical,2.0
TICK_009480,CUST_04826,2021-11-26 00:00:00,2021-11-27 00:00:00,billing,5.0
TICK_009481,CUST_04827,2024-11-08 00:00:00,2024-11-21 00:00:00,technical,3.0
TICK_009482,CUST_04828,2023-04-14 00:00:00,2023-04-26 00:00:00,account,5.0
TICK_009483,CUST_04829,2021-12-04 00:00:00,,account,
